epsilon,system,class,class_idx,d_prime,beta,hit_rate,fa_rate,hits,misses,false_alarms,correct_rejections
0.0,ResNet,airplane,0,4.447367726447196,0.13957941194173162,0.9625374625374625,0.0038329074547272524,963.0,37.0,34.0,8966.0
0.0,ResNet,automobile,1,4.911411598637335,0.23113419781452466,0.9845154845154845,0.0029441173202977445,985.0,15.0,26.0,8974.0
0.0,ResNet,bird,2,4.205812919765128,0.16195767438746989,0.9525474525474525,0.005610487723586268,953.0,47.0,50.0,8950.0
0.0,ResNet,cat,3,3.6002952240804578,0.11891573360703432,0.8866133866133866,0.00838795689367848,887.0,113.0,75.0,8925.0
0.0,ResNet,deer,4,4.395376651953945,0.22630583593190615,0.9685314685314685,0.005610487723586268,969.0,31.0,50.0,8950.0
0.0,ResNet,dog,5,3.805288051124555,0.1946709777729003,0.9295704295704296,0.00983224086212643,930.0,70.0,88.0,8912.0
0.0,ResNet,frog,6,4.701956117292683,0.19663192976939878,0.9775224775224776,0.003499611154316187,978.0,22.0,31.0,8969.0
0.0,ResNet,horse,7,4.725556435288802,0.10639451144316281,0.9705294705294706,0.002277524719475614,971.0,29.0,20.0,8980.0
0.0,ResNet,ship,8,4.7846002584972,0.15681035442668226,0.9775224775224776,0.0027219197866903675,978.0,22.0,24.0,8976.0
0.0,ResNet,truck,9,4.682628613962772,0.09819943896739856,0.9675324675324676,0.002277524719475614,968.0,32.0,20.0,8980.0
0.01,ResNet,airplane,0,2.678405198717805,0.16541946539080168,0.7477522477522478,0.02216420397733585,748.0,252.0,199.0,8801.0
0.01,ResNet,automobile,1,3.445695343847925,0.18976406763772413,0.8926073926073926,0.013720697700255528,893.0,107.0,123.0,8877.0
0.01,ResNet,bird,2,2.364014447972048,0.22593198263841952,0.7097902097902098,0.03505166092656371,710.0,290.0,315.0,8685.0
0.01,ResNet,cat,3,1.700237973889792,0.25012715480045095,0.513986013986014,0.04793911787579158,514.0,486.0,431.0,8569.0
0.01,ResNet,deer,4,2.5095316025339294,0.22370820155762994,0.7447552447552448,0.03205199422286412,745.0,255.0,288.0,8712.0
0.01,ResNet,dog,5,2.111875170080723,0.2833679561623569,0.6768231768231768,0.04916120431063215,677.0,323.0,442.0,8558.0
0.01,ResNet,frog,6,2.8182793068157115,0.20550491881591998,0.8016983016983017,0.024386179313409622,802.0,198.0,219.0,8781.0
0.01,ResNet,horse,7,2.9600628545809853,0.11909132301069328,0.7767232767232767,0.013942895233862903,777.0,223.0,125.0,8875.0
0.01,ResNet,ship,8,3.164035062403345,0.18449957249687346,0.8526473526473527,0.01716475947116987,853.0,147.0,154.0,8846.0
0.01,ResNet,truck,9,3.112964497485815,0.16663250337393667,0.8366633366633367,0.01649816687034774,837.0,163.0,148.0,8852.0
0.05,ResNet,airplane,0,-1.190246060879077,11.034767758043122,0.004495504495504496,0.07749138984557272,4.0,996.0,697.0,8303.0
0.05,ResNet,automobile,1,0.2273531914061775,0.7331872698778646,0.10539460539460539,0.06960337740251084,105.0,895.0,626.0,8374.0
0.05,ResNet,bird,2,-1.2257897115159762,7.0997088726536655,0.013486513486513486,0.16203755138317966,13.0,987.0,1458.0,7542.0
0.05,ResNet,cat,3,-1.0422525372331415,5.109864993074421,0.01848151848151848,0.14826130429952228,18.0,982.0,1334.0,7666.0
0.05,ResNet,deer,4,-1.3247302219727224,9.823481387174647,0.008491508491508492,0.1440395511609821,8.0,992.0,1296.0,7704.0
0.05,ResNet,dog,5,-1.1188208535331177,5.812368443854348,0.016483516483516484,0.15537162537495833,16.0,984.0,1398.0,7602.0
0.05,ResNet,frog,6,-0.7516523076876542,3.558607668719357,0.01948051948051948,0.09460059993334075,19.0,981.0,851.0,8149.0
0.05,ResNet,horse,7,-0.4279675597978352,2.188384888141277,0.02047952047952048,0.05304966114876125,20.0,980.0,477.0,8523.0
0.05,ResNet,ship,8,-0.686171495103568,3.128049202078411,0.022477522477522476,0.09360071103210754,22.0,978.0,842.0,8158.0
0.05,ResNet,truck,9,-0.1673163642177775,1.2800899392010956,0.05944055944055944,0.08193534051772025,59.0,941.0,737.0,8263.0
0.1,ResNet,airplane,0,-1.7557268516837037,69.16337407036572,0.0004995004995004995,0.06238195756027108,0.0,1000.0,561.0,8439.0
0.1,ResNet,automobile,1,-0.8166680019510684,5.032790601039678,0.008491508491508492,0.05816020442173092,8.0,992.0,523.0,8477.0
0.1,ResNet,bird,2,-2.0641866536567255,54.38921741803447,0.0014985014985014985,0.18303521830907676,1.0,999.0,1647.0,7353.0
0.1,ResNet,cat,3,-1.3786832236866533,11.062881609541732,0.007492507492507493,0.1459282301966448,7.0,993.0,1313.0,7687.0
0.1,ResNet,deer,4,-2.3248674968624092,140.91937814709723,0.0004995004995004995,0.16703699588934562,0.0,1000.0,1503.0,7497.0
0.1,ResNet,dog,5,-1.893378870602716,45.93338564969342,0.0014985014985014985,0.1412620819908899,1.0,999.0,1271.0,7729.0
0.1,ResNet,frog,6,-1.6593643200977322,26.620482597044422,0.0024975024975024975,0.12548605710476612,2.0,998.0,1129.0,7871.0
0.1,ResNet,horse,7,-1.612114792418753,54.91041727031375,0.0004995004995004995,0.04660593267414732,0.0,1000.0,419.0,8581.0
0.1,ResNet,ship,8,-1.6936772231971007,36.329831477462,0.0014985014985014985,0.10126652594156205,1.0,999.0,911.0,8089.0
0.1,ResNet,truck,9,-1.8732366257917206,82.26569585822074,0.0004995004995004995,0.07815798244639484,0.0,1000.0,703.0,8297.0
0.2,ResNet,airplane,0,-1.4866994875305108,44.137279709562726,0.0004995004995004995,0.035607154760582155,0.0,1000.0,320.0,8680.0
0.2,ResNet,automobile,1,-1.233201950069619,18.17061170879058,0.0014985014985014985,0.04138429063437396,1.0,999.0,372.0,8628.0
0.2,ResNet,bird,2,-2.420383376430201,153.83628437893194,0.0004995004995004995,0.19203421842017554,0.0,1000.0,1728.0,7272.0
0.2,ResNet,cat,3,-2.1797093957672593,121.19955783524259,0.0004995004995004995,0.13326297078102434,0.0,1000.0,1199.0,7801.0
0.2,ResNet,deer,4,-2.384432641620594,149.00059791020274,0.0004995004995004995,0.18236862570825463,0.0,1000.0,1641.0,7359.0
0.2,ResNet,dog,5,-1.6227679069238257,33.10752451544942,0.0014985014985014985,0.08926785912676369,1.0,999.0,803.0,8197.0
0.2,ResNet,frog,6,-2.5878108112816594,175.49418784304714,0.0004995004995004995,0.24102877458060215,0.0,1000.0,2169.0,6831.0
0.2,ResNet,horse,7,-1.407510244252722,38.1415149550468,0.0004995004995004995,0.029830018886790356,0.0,1000.0,268.0,8732.0
0.2,ResNet,ship,8,-1.9824637025303282,95.47133967284987,0.0004995004995004995,0.09537829130096656,0.0,1000.0,858.0,8142.0
0.2,ResNet,truck,9,-1.8235927122603095,76.58093508523385,0.0004995004995004995,0.07115876013776247,0.0,1000.0,640.0,8360.0
0.3,ResNet,airplane,0,-1.2819349377073292,29.872043950525423,0.0004995004995004995,0.02227530274413954,0.0,1000.0,200.0,8800.0
0.3,ResNet,automobile,1,-1.3576464511318165,34.67960477428094,0.0004995004995004995,0.02660815464948339,0.0,1000.0,239.0,8761.0
0.3,ResNet,bird,2,-2.3239790676709,140.7984417195355,0.0004995004995004995,0.16681479835573826,0.0,1000.0,1501.0,7499.0
0.3,ResNet,cat,3,-2.116032150157185,112.69210166465146,0.0004995004995004995,0.1200422175313854,0.0,1000.0,1080.0,7920.0
0.3,ResNet,deer,4,-2.362374870235789,146.01574047401678,0.0004995004995004995,0.17659148983446285,0.0,1000.0,1589.0,7411.0
0.3,ResNet,dog,5,-1.612114792418753,54.91041727031375,0.0004995004995004995,0.04660593267414732,0.0,1000.0,419.0,8581.0
0.3,ResNet,frog,6,-3.0704275586201724,219.29648826449446,0.0004995004995004995,0.41278746805910455,0.0,1000.0,3715.0,5285.0
0.3,ResNet,horse,7,-1.1950886286184863,24.99532264471217,0.0004995004995004995,0.01805354960559938,0.0,1000.0,162.0,8838.0
0.3,ResNet,ship,8,-1.7977781623987092,73.71007265019065,0.0004995004995004995,0.06771469836684813,0.0,1000.0,609.0,8391.0
0.3,ResNet,truck,9,-1.6840118053645878,61.79432377647523,0.0004995004995004995,0.05404955004999445,0.0,1000.0,486.0,8514.0
0.0,ViT,airplane,0,5.292610126121797,0.2535985951684456,0.9915084915084915,0.0018331296522608599,992.0,8.0,16.0,8984.0
0.0,ViT,automobile,1,5.034821462243981,0.2496470451093818,0.9875124875124875,0.0026108210198866793,988.0,12.0,23.0,8977.0
0.0,ViT,bird,2,4.926072338695401,0.041869284172718624,0.9655344655344655,0.0009443395178313521,966.0,34.0,8.0,8992.0
